# $Id$
# $Rev$
# $LastChangedBy$
# $LastChangedDate$
#
# Query Description
# Type of request:                 Extract data from a table
# Name of the selected table:      meandata
# Restrict with the SQL clause:    (bt <= 15.5 and objtype='G' and logd25 between 1.0 and 2.5) 
# OR (objname in ('PGC008328', 'PGC008340', 'PGC008330'))
#
# Display the fields:              objname as NAME,al2000*15 as ra,de2000 as dec, logd25, logr25, pa, bt
# Order by:                        al2000
# Description of each column
# objname as NAME: ----- Object name
# al2000*15 as ra: ----- Right ascension (deg)
# de2000 as dec: ------- Declination (deg)
#  logd25: ------------- Log10 diameter (0.1 arcmin) at mu=25 mag/asec^2
#  logr25: ------------- Log10 major-minor axis ratio
#  pa: ----------------- Position Angle
#  bt: ----------------- Total B-band magnitude
#-----,---,----,-------,-------,---,---
# name, ra, dec, logd25, logr25, pa, bt
#-----,---,----,-------,-------,---,---
ESO137-034,248.8084515,-58.0795247,1.723,0.104,18.23,12.21
PGC058549,248.8298745,-58.2188056,1.291,0.121,140.5,13.5
PGC058564,248.9200305,0.3314819,1.03,0.048,95.49,14.608
ESO137-035,248.9621085,-61.466657,1.192,0.394,57.49,14.38
PGC058574,248.9942325,-5.117295,1.061,0.28,168.45,14.98
PGC058581,249.0097185,56.0473084,1.048,0.614,58.93,15.426
PGC058588,249.074478,44.1357415,1.05,0.049,8.98,14.587
NGC6195,249.135732,39.0279399,1.159,0.174,41.03,13.973
UGC10465,249.1876665,1.6799167,1.022,0.052,,14.543
UGC10497,249.199209,72.4038889,1.067,0.485,98.94,14.337
IC1225,249.2181765,67.6292534,1.137,0.48,71.25,15.424
ESO137-036,249.222756,-61.0276828,1.279,0.471,33.29,13.958
UGC10473,249.226329,36.423502,1.171,0.548,166.97,14.842
UGC10480,249.3756465,44.1444658,1.115,0.307,48.5,14.663
UGC10486,249.3931095,50.34552,1.102,0.093,91.23,14.075
UGC10477,249.395211,37.2860673,1.063,0.575,24.12,15.233
UGC10502,249.406875,72.3748056,1.303,0.11,104.75,12.994
ESO585-002,249.427041,-21.4465637,1.056,0.2,61,14.82
ESO101-003,249.468843,-64.8134633,1.17,0.653,51.63,14.802
NGC6196,249.4746165,36.0730685,1.058,0.146,139.81,13.94
UGC10493,249.502011,55.4269665,1.113,0.211,131.01,14.828
PGC2793396,249.52275,-61.1129167,1.037,0.464,50,15.3
UGC10488,249.537618,39.9178244,1.117,0.431,174.19,14.796
UGC10484,249.5572545,26.2817118,1.02,0.41,105.22,15.475
PGC058669,249.5573355,40.1468375,1.014,0.497,164.49,15.419
PGC058664,249.558531,41.9388386,1.046,0.558,124.51,15.072
ESO101-004,249.5755125,-64.3601672,1.088,0.099,177.67,14.67
UGC10500,249.747495,57.7241349,1.21,0.012,,14.011
ESO101-005,249.775008,-66.9091197,1.195,0.639,165.87,15.202
ESO137-037,249.8265555,-59.8862884,1.172,0.923,74.02,14.88
UGC10492,249.847863,-2.4063116,1.022,0.13,123.29,15.204
NGC6203,250.114083,23.77475,1.03,0,,15.287
PGC058730,250.1167275,39.3201828,1.07,0.138,18.11,14.717
PGC058733,250.1231535,39.2350798,1.008,0.44,59.09,15.47
ESO101-007,250.1406165,-67.4518736,1.089,0.782,55.26,15.143
ESO137-038,250.2189585,-60.394375,1.603,0.434,98.95,12.73
PGC058747,250.245807,50.5104153,1.03,0.081,25,15.311
PGC058749,250.250295,33.7730396,1.013,0.556,66.35,15.093
ESO101-008,250.2720795,-66.5968369,1.075,0.62,108.51,15.25
ESO137-039,250.277916,-60.9819444,1.008,0.759,129.93,15.14
UGC10518,250.2784995,62.3999167,1.006,0.16,144.75,14.648
UGC10517,250.2876645,61.3263267,1.141,0.731,149,13.623
PGC2793401,250.359333,-54.81,1.23,0.176,64,13.7
NGC6211,250.365,57.7836389,1.114,0.135,95.05,13.76
PGC058777,250.4056755,40.1635064,1.19,0.417,60.83,14.807
UGC10512,250.4461515,39.9844097,1.075,0.012,,14.768
PGC058798,250.512792,-5.0324256,1.3,0.343,112.01,14.87
IC1228,250.527084,65.5854722,1.122,0.27,122.5,14.427
PGC058814,250.594209,-55.9335556,1.22,0.089,165,13.6
UGC10514,250.5986505,25.0865925,1.212,0.487,162.59,15.313
IC1224,250.734474,19.2543955,1.108,0.184,86.92,15.37
NGC6207,250.765569,36.832321,1.539,0.332,17,11.855
NGC6223,250.768041,61.5789167,1.499,0.131,90,12.955
PGC058834,250.78947,45.8457457,1.079,0.361,112.58,14.815
UGC10523,250.793613,42.1928122,1.037,0.565,174.37,15.092
NGC6232,250.8342915,70.6325278,1.166,0.102,176.04,13.419
PGC058843,250.8875835,-68.9784722,1.089,0.128,160.5,14.35
PGC058852,250.910358,0.8741914,1.08,0.701,64.5,15.49
UGC10536,251.0251665,62.0873056,1.184,0.403,121.5,14.915
NGC6236,251.1448695,70.7803589,1.26,0.229,12.3,12.602
UGC10562,251.153376,75.6730785,1.03,0.574,178,14.943
UGC10528,251.2056285,22.5205176,1.2,0.227,66.33,13.413
PGC165974,251.377839,-62.9114879,1.008,0.325,80.5,15.185
ESO101-013,251.381892,-66.5670905,1.072,0.102,42.34,14.47
UGC10548,251.469,59.6219444,1.148,0.37,155.76,14.622
NGC6237,251.59164,70.3587684,1.09,0.207,157.41,14.032
UGC10561,251.650077,62.8227139,1.321,0.82,149.39,14.981
UGC10544,251.673207,36.0903868,1.019,0.332,173.76,15.299
UGC10559,251.710152,59.0933961,1.044,0.657,161.2,15.341
UGC10545,251.720712,34.410004,1.066,0.41,154.55,15.008
UGC10547,251.736429,34.1556022,1.059,0.295,2.08,14.632
IC1231,251.7458745,58.4231667,1.274,0.337,152.67,13.599
NGC6220,251.8054905,-0.2753333,1.185,0.196,133.76,15.202
PGC058994,251.9017635,-1.4193305,1.057,0.575,93.4,15.493
ESO137-042,251.9191965,-60.1492016,1.281,0.395,24.81,13.669
PGC059000,251.968212,36.7059731,1.013,0.791,127.03,15.444
NGC6244,252.016344,62.2004535,1.187,0.652,138.75,14.215
NGC6224,252.077292,6.3121944,1.042,0.037,,14.941
NGC6225,252.0898755,6.22275,1.072,0.174,149,14.936
ESO069-010,252.170208,-69.4937361,1.139,0.517,127.18,14.64
ESO101-014,252.1704075,-62.6059752,1.345,0.167,128.45,13.07
UGC10587,252.265071,68.75755,1.073,0.355,90.75,15.335
UGC10567,252.289965,36.2238065,1.011,0.288,46.43,15.062
UGC10571,252.3100305,48.6238,1.044,1.04,9.66,15.341
PGC059074,252.4481955,4.9321125,1,0.69,113.67,15.414
NGC6246,252.4706235,55.5425509,1.141,0.278,46,14.365
ESO069-011,252.4752945,-71.2021321,1.179,0.387,42.13,14.11
UGC10579,252.4828875,53.9538877,1.046,0.233,10.25,14.367
ESO069-012,252.4926555,-70.9848946,1.111,0.713,85.96,15.47
UGC10569,252.4999575,9.4358111,1.209,0.854,136.5,15.311
NGC6239,252.5206725,42.7397293,1.362,0.331,113.25,12.889
NGC6246A,252.5582505,55.3846667,1.336,0.23,148.14,14.161
NGC6233,252.565371,23.5798316,1.164,0.303,28.11,14.61
UGC10589,252.5977605,55.8386227,1.025,0.39,57.39,15.344
UGC10586,252.70203,45.401928,1.019,0.04,,15.045
PGC059108,252.727608,-61.8125756,1.233,0.117,79.8,13.635
ESO137-045,252.761388,-60.8087107,1.134,0.23,27.47,13.366
NGC6215,252.7792935,-58.9931413,1.421,0.051,82.78,11.89
UGC10585,252.8730045,19.4166172,1.047,0.819,131.38,14.655
PGC059133,252.884583,-3.0964306,1.252,0.12,117.43,15.065
PGC093135,252.9268905,-2.6151734,1.044,0.181,174.98,14.68
ESO069-014,253.076427,-69.1251754,1.219,0.103,78.68,13.24
UGC10593,253.0780845,55.9052702,1.102,0.424,81.41,15.13
NGC6243,253.10955,23.3326122,1.083,0.307,152.17,14.851
PGC165944,253.1899725,-58.6702816,1.138,0.699,147.36,15.287
NGC6221,253.192002,-59.218049,1.685,0.187,0.8,10.725
NGC6215A,253.2017385,-58.9460921,1.293,0.487,10.75,14.24
NGC6240,253.2452505,2.4009722,1.342,0.328,12.21,13.817
SDSSJ165259.19+402133.9,253.2466965,40.3594016,1.004,0.484,25.31,15.156
UGC10740,253.363833,86.5913333,1.021,0.135,120.34,15.29
UGC10632,253.3645635,79.0691508,1.021,0.687,28.14,15.445
UGC10599,253.467639,39.7601113,1.103,0.107,160.39,13.434
ESO138-005,253.4724765,-58.7781169,1.359,0.128,143.57,12.838
UGC10608,253.590288,53.1121407,1.05,0.121,100,15.476
NGC6255,253.6989885,36.5012895,1.492,0.354,95.46,13.66
UGC10622,253.7188575,70.4381039,1.151,0.72,79.11,15.222
NGC6209,253.739595,-72.5870645,1.324,0.137,13.18,13.16
PGC059251,253.7447115,43.0609061,1.339,0.383,105,14.812
PGC059260,253.8252405,44.323524,1.06,0.669,170,14.696
IC1237,254.066817,55.0264254,1.295,0.53,22.5,14.596
NGC6261,254.127219,27.9773978,1.037,0.391,84.6,15.149
NGC6263,254.1798345,27.8215893,1.021,0.53,108.5,14.742
ESO138-007,254.1898035,-62.4031139,1.247,0.312,46.55,13.85
ESO101-018,254.2486785,-65.9529255,1.14,0.12,65.25,13.479
PGC059313,254.3615115,40.735685,1.034,0.437,155.5,15.235
PGC059314,254.3742285,-58.5739861,1.129,0.084,32,14.77
NGC6289,254.4374985,68.514628,1.04,0.16,13.5,15.402
IC4618,254.4582495,-76.993,1.228,0.32,118.98,12.72
NGC6269,254.491506,27.8544351,1.265,0.144,80.36,13.425
ESO101-020,254.4942465,-62.7259783,1.259,0.347,116.38,13.463
ESO138-009,254.513115,-60.886902,1.202,0.363,72.45,15.12
ESO586-006,254.524671,-21.273066,1.165,0.25,118.5,14.09
NGC6267,254.5360905,22.985094,1.113,0.118,33.27,13.928
NGC6285,254.6000415,58.9558889,1.035,0.278,110,14.504
PGC059346,254.609436,33.0375857,1.009,0.248,23.28,15.453
UGC10646,254.6147085,59.1195,1.081,0.37,26.25,14.934
IC1236,254.623314,20.041498,1.069,0.041,,14.235
NGC6286,254.630907,58.9362285,1.086,0.036,,14.133
PGC059366,254.711175,40.1211809,1.052,0.011,,14.808
PGC059369,254.729787,36.5220688,1.005,0.25,59.66,15.269
NGC6279,254.7560535,47.2371535,1.017,0.079,33.5,14.784
ESO138-010,254.761884,-60.2160645,1.77,0.136,48.48,11.604
NGC6283,254.8606245,49.9219722,1.044,0.054,55.5,13.641
ESO138-011,254.8992075,-62.5460906,1.037,0.27,1.79,14.259
ESO043-011,254.94729,-73.0576641,1.031,0.125,170.34,14.1
ESO138-012,254.961084,-58.6896944,1.222,0.184,113.89,14.17
UGC10650,255.060666,23.1062718,1.095,0.7,26.97,15.232
NGC6278,255.2096895,23.01104,1.237,0.305,127.75,13.748
PGC059437,255.25116,39.5659929,1.033,0.117,164,14.945
IC1241,255.367539,63.6911138,1.066,0.099,,14.256
ESO070-002,255.3743745,-70.0175556,1.055,0.44,160,14.91
UGC10662,255.3759135,30.167531,1.087,0.168,76.49,14.966
UGC10664,255.4256025,41.2292856,1.145,0.784,148.37,15.323
NGC6292,255.7644465,61.0439147,1.121,0.319,102.45,14.322
ESO138-013,255.7651845,-61.7681099,1.162,0.097,9.12,14.189
UGC10680,255.794625,51.3670278,1.01,0.336,99.33,15.247
UGC10672,255.837,24.9360612,1.255,0.688,83.62,15.132
PGC059518,255.870084,55.1483333,1.039,0.383,155,14.653
UGC10679,255.971049,31.4991132,1.09,0.634,52.29,15.441
UGC10678,255.9937155,24.1775907,1.038,0,,14.811
UGC10686,256.0811205,41.941917,1.049,0.49,157.5,15.44
UGC10713,256.1414385,72.4466523,1.256,0.717,6.5,13.703
UGC10693,256.2209475,41.8655324,1.226,0.2,104.25,14.158
NGC6303,256.261209,68.8274722,1.166,0.34,60.5,15.019
ESO023-009,256.2639165,-81.0710556,1.35,0.96,16.29,15.48
UGC10695,256.2732765,43.0431891,1.2,0.204,110.75,14.832
UGC10692,256.3671105,23.1531884,1.182,0.61,0.99,15.187
UGC10706,256.618821,38.3635073,1.049,0.385,30.17,15.035
UGC10708,256.6937295,35.6581795,1.014,0.506,124.34,14.845
UGC10710,256.718748,43.1221482,1.222,0.56,149.58,14.996
ESO138-014,256.7499585,-62.0847952,1.427,0.787,136.14,13.878
UGC10714,256.855293,30.2245468,1.184,0.859,159.36,15.424
NGC6306,256.9039725,60.7287914,1.119,0.431,160.89,14.517
NGC6307,256.9186545,60.7508328,1.133,0.12,152.68,13.605
NGC6310,256.98939,60.9901251,1.225,0.684,69.56,13.785
UGC10736,257.019447,69.464317,1.481,0.44,155.33,14.862
UGC10722,257.0818155,42.9577591,1.043,0.47,39.48,15.181
UGC10721,257.1064935,25.5172991,1.101,0.236,109.5,14.13
NGC6301,257.136393,42.3389919,1.248,0.249,112.76,14.504
ESO044-001,257.342979,-73.3209701,1.29,0.582,51.54,14.14
UGC10728,257.3544345,22.2139967,1.023,0.309,52.91,15.394
NGC6319,257.4335745,62.9730724,1.067,0.011,,14.334
UGC10737,257.462334,49.3094444,1.021,0.42,28.5,15.375
IC1251,257.554614,72.4106026,1.082,0.273,66.76,14.334
ESO138-016,257.56467,-61.9176842,1.146,0.379,122.87,14.244
NGC6313,257.586813,48.3317139,1.161,0.441,155.75,14.72
NGC6340,257.6037375,72.3043878,1.483,0.023,,11.966
IC1244,257.6402925,36.3034568,1.052,0,,14.515
NGC6311,257.6814885,41.651075,1.091,0.024,,14.566
UGC10738,257.774253,5.8521138,1.08,0.53,49.22,15.434
UGC10743,257.877885,7.9945757,1.134,0.338,112,14.725
ESO044-002,257.9082525,-74.139718,1.157,0.271,14.37,14.62
PGC059795,257.957553,57.5895297,1.054,0.101,177.58,14.927
NGC6308,257.998815,23.3799922,1.075,0.096,156.17,14.243
UGC10749,258.056898,30.1678651,1.033,0.318,28.94,15.156
UGC10753,258.1469865,34.6925163,1.023,0.474,99.17,15.462
IC1245,258.1524165,38.0204006,1.266,0.278,125.75,14.901
NGC6314,258.161307,23.2701144,1.138,0.294,174.24,13.902
UGC10759,258.201981,42.814902,1.059,0.038,,14.368
UGC10760,258.202086,44.1597863,1.06,0.098,139.87,15.277
NGC6320,258.2322915,40.2665278,1.102,0.19,98.28,14.83
NGC6323,258.325326,43.7825042,1.08,0.34,175.32,14.729
UGC10765,258.3530955,42.8987411,1.007,0.106,113.85,14.949
ESO138-017,258.413604,-59.1069028,1.279,0.078,153.48,13.29
IC4633,258.445737,-77.5361288,1.432,0.31,147.38,13.69
ESO138-018,258.4746105,-60.8103585,1.025,0.388,13.2,15.007
NGC6329,258.5625975,43.6847276,1.072,0.011,,14.216
ESO101-023,258.631833,-65.4141944,1.009,0.331,179.3,14.93
PGC059906,258.652482,41.4095907,1.107,0.421,143.36,15.317
UGC10791,258.6611355,72.3987504,1.27,0,,15.4
NGC6332,258.762066,43.6601931,1.24,0.293,45.24,14.506
PGC165958,258.8091525,-61.3809119,1.024,0.371,73,14.965
PGC059938,258.8135445,43.2901385,1,0.199,176.1,14.975
NGC6338,258.845739,57.4112016,1.237,0.222,16.04,13.472
PGC059948,258.867204,42.0688903,1.019,0.072,31.23,14.442
PGC059951,258.8689005,30.895735,1.003,0.17,133,15.113
IC4635,258.9133785,-77.4894591,1.21,0.554,161.02,14.87
NGC6330,258.935097,29.4043107,1.077,0.334,165.04,15.161
PGC059966,258.9385455,52.842906,1.134,0.196,80,14.617
ESO044-007,258.979941,-73.3421259,1.001,0.335,91.33,14.87
UGC10775,259.021209,6.8405,1.077,0.113,35.5,15.235
UGC10803,259.0219695,73.4360503,1.038,0.13,24.47,12.842
NGC6336,259.069041,43.8204167,1.02,0.157,167.25,14.445
UGC10785,259.108704,37.34499,1.106,0.486,109,14.83
UGC10779,259.1252955,6.4314608,1.223,0.37,68.6,14.709
ESO044-009,259.1537085,-73.1471389,1.143,0.293,78.67,14.56
UGC10796,259.1987715,61.9201085,1.115,0.419,73.59,14.774
NGC6300,259.247382,-62.8201795,1.727,0.199,118.63,10.959
NGC6339,259.2768675,40.845006,1.27,0.2,169.54,13.758
NGC6343,259.317816,41.0527449,1.095,0.124,130.19,14.511
NGC6359,259.4708505,61.7807683,1.027,0.153,140.85,13.542
NGC6305,259.5037485,-59.1720261,1.229,0.107,136.7,13.216
PGC060039,259.5683295,78.0185269,1,0.17,116.21,15.049
NGC6361,259.6712955,60.608128,1.313,0.564,52,13.798
NGC6350,259.6760265,41.6942587,1.092,0.073,89.03,14.228
UGC10811,259.6821705,58.135162,1.08,0.484,92.31,14.957
UGC10806,259.714167,49.8842222,1.322,0.46,77.81,13.791
UGC10797,259.7253675,8.4409547,1.064,0.396,15.25,14.937
NGC6349,259.7772795,36.060936,1.03,0.634,80,15.2
UGC10814,259.839042,49.0404815,1.078,0.398,170.33,15.034
ESO044-010,259.971639,-77.3643326,1.212,0.69,126.34,15.01
NGC6347,259.9777425,16.6605984,1.085,0.33,97.5,14.533
ESO138-021,260.037444,-60.1589098,1.143,0.251,91.26,14.052
PGC060107,260.1717435,51.8876986,1.08,0.17,151.5,15.29
ESO102-002,260.4121665,-65.1742222,1.125,0.071,76.58,14.1
IC4660,260.438475,75.8486772,1.108,0.592,169.8,14.229
PGC060139,260.5642095,30.7110826,1.014,0.15,30.82,15.375
UGC10824,260.5822155,2.0182998,1.022,0.441,112.44,15.045
PGC060144,260.585052,6.6381583,1.024,0.206,70,15.207
PGC060155,260.634087,38.4956607,1.001,0.031,,15.348
PGC060153,260.6385705,74.3682097,1.007,0.094,173.3,15.452
ESO138-022,260.662749,-59.5072807,1.169,0.614,111.23,14.574
NGC6363,260.666625,41.1016667,1.008,0.084,144.85,14.605
PGC060170,260.678541,48.1927715,1.039,0.671,40,15.202
NGC6370,260.854962,56.9744372,1.117,0.09,112,14.128
NGC6328,260.920959,-65.0103056,1.208,0.014,,13.18
PGC253458,260.925042,-73.8303611,1.01,0.2,168,14.89
IC1256,260.9471475,26.4864529,1.106,0.233,93.08,14.408
IC4646,260.9716305,-59.9994124,1.442,0.175,179.54,12.616
UGC10838,260.973636,48.4789949,1.002,0.719,87.75,15.348
ESO138-024,261.027228,-59.382182,1.432,0.715,56.35,13.932
NGC6373,261.0337545,58.9950993,1.015,0.172,84.23,14.56
PGC060215,261.0365175,53.4670507,1.063,0.193,9.64,15.411
IC4641,261.0428745,-80.1474028,1.085,0.036,,14.36
NGC6364,261.1138245,29.3902609,1.14,0.106,6.5,14.358
ESO070-009,261.141726,-70.4712891,1.197,0.65,161,14.83
IC4644,261.1534215,-73.9399917,1.243,0.569,133.67,15.5
UGC10837,261.188916,24.9714322,1.032,0.315,143,14.939
UGC10887,261.5311365,77.7036044,1.015,0.668,122.4,15.346
UGC10863,261.5572005,62.1494732,1.069,0.651,104.43,15.397
PGC060288,261.591459,35.2695439,1.047,0.029,,15.025
IC4652,261.611334,-59.7278333,1.04,0.312,16.28,14.214
NGC6395,261.630336,71.096297,1.352,0.491,16.67,12.685
ESO138-026,261.645126,-60.2758885,1.249,0.217,7.41,13.74
ESO138-027,261.680916,-59.9318664,1.032,0.189,41.7,13.75
ESO102-004,261.7250775,-64.8935594,1.177,0.668,18.52,15.02
IC4653,261.779283,-60.8800938,1.207,0.215,50.8,13.23
NGC6368,261.797796,11.5436206,1.537,0.632,43,13.552
NGC6381,261.8202945,60.0140134,1.087,0.156,34.09,13.678
PGC060325,261.8616885,58.5165608,1.047,0.022,,14.107
NGC6372,261.882816,26.4751556,1.208,0.235,75.26,13.672
ESO102-005,261.942618,-64.5616931,1.12,0.474,24.49,14.67
UGC10860,261.9648135,6.4832495,1.012,0.555,101.2,15.446
NGC6382,261.9799695,56.8688174,1.065,0.214,94.64,14.868
NGC6385,262.0059225,57.5218736,1.056,0.024,,14.086
UGC10862,262.0372335,7.4223771,1.323,0.21,20.5,14.891
UGC10864,262.0808745,14.1689167,1.022,0.361,176.66,14.269
ESO102-006,262.235289,-66.1506716,1.075,0.577,72.63,15.09
PGC060373,262.2515415,6.3307222,1.134,0.65,18.5,15.074
ESO138-029,262.2896745,-62.4456021,1.382,0.326,35.06,12.767
NGC6375,262.3411725,16.206642,1.186,0.015,,14.527
ESO138-030,262.355448,-62.4804218,1.275,0.463,148.71,14.247
PGC060390,262.3793775,43.5910931,1.17,0.56,26.5,15.263
ESO102-007,262.3816245,-64.0228194,1.227,0.19,114.69,13.545
NGC6412,262.4063295,75.7043154,1.328,0.064,142,12.375
UGC10907,262.496583,77.39625,1.045,0.45,43.02,15.24
UGC10889,262.589268,59.6398916,1.056,0.422,40.15,15.195
ESO139-001,262.6163265,-62.0280581,1.013,0.127,49.6,14.362
NGC6379,262.6455,16.2886944,1.017,0.088,36,13.7
NGC6378,262.6749165,6.2823333,1.053,0.165,2.08,15.039
PGC060425,262.6868595,56.3519808,1.114,0.332,135.63,15.123
ESO044-013,262.688946,-74.4591071,1.203,0.662,103.43,14.65
PGC060433,262.865841,56.7395666,1.009,0.438,100.82,15.326
NGC6399,262.959543,59.6154867,1.082,0.316,13.1,14.595
NGC6384,263.10108,7.0603341,1.39,0.343,19.61,11.623
NGC6389,263.165769,16.401695,1.08,0.114,134.84,12.845
IC1262,263.2584165,43.7595833,1.214,0.3,84,14.718
IC1263,263.2801515,43.8219899,1.211,0.376,178.06,14.711
ESO139-004,263.338188,-60.7759306,1.132,0.483,134.76,14.766
UGC10899,263.399544,20.7675766,1.089,0.35,179,14.933
UGC10905,263.5266255,25.3439222,1.185,0.295,171.66,14.459
ESO102-009,263.5678335,-62.7399528,1.106,0.531,58.13,15.08
ESO139-005,263.581752,-60.8713798,1.083,0.146,109.7,14.127
ESO139-008,263.749188,-61.0025139,1.2,0.279,17.66,14.71
NGC6411,263.886708,60.8133611,1.245,0.184,68.5,12.801
ESO139-009,264.0233835,-61.8974218,1.036,0.091,105.9,14.45
ESO139-011,264.0545625,-58.2536839,1.234,0.537,95.27,14.23
PGC060532,264.0678045,68.0523253,1.009,0.26,62,15.411
NGC6422,264.1250145,68.0586333,1.07,0.1,58,14.993
IC1265,264.1643895,42.0881981,1.268,0.359,78.5,14.043
NGC6434,264.2034585,72.0889444,1.32,0.385,94.51,13.091
PGC060579,264.249897,55.0068466,1.018,0.339,164,15.209
IC4654,264.2829585,-74.3814444,1.295,0.249,102,13.15
UGC10919,264.3872085,17.5329722,1.088,0.156,8.75,14.433
UGC10918,264.3891525,11.1216944,1.041,0.092,173.32,14.741
ESO139-012,264.412833,-59.9407222,1.137,0.083,27.11,13.62
IC4656,264.4328295,-63.7296311,1.423,0.665,90.19,13.75
ESO181-002,264.4770675,-55.5182032,1.251,0.235,37,14.01
UGC10929,264.565779,35.534625,1.004,0.086,174,14.848
UGC10926,264.6136515,24.9533414,1.006,0.37,145.05,15.047
UGC10933,264.649623,39.2175104,1.032,0.39,13.25,15.343
UGC10928,264.6750585,21.6750288,1.059,0.451,115.75,15.138
IC1267,264.691068,59.3731413,1.139,0.163,54.95,14.169
NGC6408,264.697167,18.8778611,1.189,0.088,155,14.401
ESO009-010,264.8810835,-85.3104167,1.403,0.184,170.4,12.7
UGC10938,264.8866005,49.601692,1.084,0.04,,14.938
ESO139-014,265.0040625,-59.5916667,1.042,0.416,153.83,14.6
PGC060669,265.0684065,51.0568883,1.02,0.38,176.69,15.308
ESO044-018,265.0760415,-74.9867222,1.081,0.163,146.65,14.2
UGC10946,265.302198,45.1520487,1.126,0.353,27.75,14.826
NGC6436,265.305174,60.4497369,1.018,0.239,168.45,14.845
NGC6417,265.4493255,23.6720393,1.152,0.083,26.5,14.321
UGC10943,265.552164,3.1988471,1.159,0.536,117.25,15.42
UGC10963,265.561878,68.3483561,1.181,0.49,69.37,15.216
UGC10948,265.633323,0.2167303,1.172,0.615,105.82,15.418
NGC6398,265.6820835,-61.6943056,1.388,0.46,160.79,13.46
NGC6457,265.720278,66.4760308,1.032,0.172,130.53,15.241
NGC6403,265.8482655,-61.6821239,1.061,0.113,19.1,14.34
NGC6427,265.9107915,25.4938889,1.189,0.474,35.67,14.515
NGC6433,265.9842675,36.800087,1.282,0.587,161.5,13.998
NGC6429,266.022246,25.3505116,1.259,0.416,31.5,14.202
ESO139-021,266.0416305,-60.9784435,1.324,0.665,106.14,14.36
UGC10974,266.061792,67.6194444,1.034,0.193,156.54,15.142
NGC6443,266.1410205,48.114017,1.052,0.35,127,14.739
NGC6454,266.2359765,55.7046786,1.149,0.119,180,14.288
NGC6407,266.24025,-60.7397778,1.393,0.107,56.17,12.986
UGC10966,266.309556,18.1388848,1.225,0.459,96.33,14.708
ESO139-024,266.410968,-59.3079136,1.167,0.176,18.85,14.371
PGC329077,266.4694305,-63.8010375,1.06,0.41,151,15.14
ESO181-004A,266.5632705,-55.1842041,1.044,0.196,91,14.7
NGC6447,266.571834,35.5719167,1.131,0.266,149.95,13.725
UGC10972,266.5911585,26.543639,1.319,0.605,55.17,14.391
ESO070-013,266.6336415,-68.2618294,1.13,0.22,169.25,14.64
UGC10984,266.6648295,51.281387,1.065,0.345,160.75,15.037
ESO139-026,266.7116955,-59.2583619,1.01,0.16,116.79,14.043
NGC6442,266.712957,20.7614666,1.152,0.164,134.58,14.444
IC4662,266.788023,-64.6400649,1.321,0.4,106.41,11.805
UGC10985,267.018471,14.7413809,1.107,0.189,109.78,13.829
UGC10990,267.0740265,34.1030467,1.215,0.628,176.02,15.404
NGC6478,267.15975,51.1572222,1.161,0.518,35.21,14.02
ESO139-028,267.211257,-60.7061665,1.087,0.238,76.4,14.59
IC4664,267.2441745,-63.2544384,1.222,0.273,107.67,13.635
NGC6458,267.295917,20.8043611,1.034,0.174,146.92,14.911
NGC6503,267.360459,70.1443333,1.774,0.477,123.33,10.857
NGC6460,267.376416,20.7638056,1.235,0.242,153.7,14.66
NGC6508,267.4437495,72.0211667,1.111,0.074,22.5,14.028
ESO139-032,267.482604,-60.7530565,1.057,0.262,166.77,14.642
NGC6491,267.5029785,61.5317646,1.098,0.439,36.76,14.431
UGC11001,267.55809,14.286215,1.146,0.344,133.79,14.322
ESO181-005,267.583752,-52.5863847,1.134,0.606,125,15.18
ESO139-034,267.5907495,-59.5608333,1.077,0.224,135.02,14.72
NGC6493,267.5944185,61.5593459,1.031,0.022,,15.443
NGC6467,267.6673755,17.5378611,1.15,0.273,76.25,14.831
UGC11003,267.674268,14.8217857,1.041,0.643,165.71,15.041
UGC11019,267.696807,62.8807585,1.049,0.622,62.4,15.44
IC4661,267.761451,-74.0323517,1.21,0.096,63.28,13.48
NGC6505,267.780834,65.53075,1.061,0.137,149,15.275
NGC6497,267.8249505,59.4708403,1.162,0.343,110.26,14.219
PGC060998,267.844179,18.748754,1.039,0.144,,15.102
ESO139-036,267.8494305,-60.1283789,1.139,0.367,58.77,14.364
IC4662A,267.9012495,-64.9594722,1.131,0.152,31.54,14.53
NGC6484,267.945789,24.4832353,1.24,0.28,77,13.351
NGC6482,267.953235,23.0719031,1.308,0.074,68.34,12.234
NGC6485,267.969714,31.4617822,1.091,0.025,,14.132
IC1269,268.02459,21.5691358,1.12,0.193,135.39,13.436
ESO139-037,268.0594575,-60.748694,1.086,0.393,14.09,14.98
ESO044-023,268.095258,-74.1646798,1.155,0.697,0.18,14.94
NGC6487,268.1743215,29.8386625,1.256,0.059,20,13.005
UGC11024,268.226904,23.2109704,1.036,0.517,143,14.942
ESO139-038,268.4232375,-59.8428781,1.137,0.615,45.03,15.005
UGC11029,268.465434,24.4668688,1.058,0.009,,14.938
PGC061075,268.614,-63.774101,1.139,0.557,128.7,15.09
UGC11035,268.622541,32.8872076,1.217,0.53,139.51,14.21
NGC6490,268.6269165,18.3759167,1.004,0.112,111.68,14.726
UGC11030,268.6426065,2.8807818,1.094,0.702,61,14.832
PGC061083,268.6545975,68.0597188,1.06,0.29,102.5,15.03
